妙蛙种子,妙蛙種子,种子,種子,種子,,,,,,
妙蛙草,妙蛙草,种子,種子,種子,,,,,,
妙蛙花,妙蛙花,种子,種子,種子,,,,,,
小火龙,小火龍,蜥蜴,蜥蜴,蜥蜴,,,,,,
火恐龙,火恐龍,火焰,火焰,火焰,,,,,,
喷火龙,噴火龍,火焰,火焰,火焰,,,,,,
杰尼龟,傑尼龜,小龟,小龜,小龜,,,,,,
卡咪龟,卡咪龜,龟,龜,龜,,,,,,
水箭龟,水箭龜,甲壳,甲殼,甲殼,,,,,,
绿毛虫,綠毛蟲,虫宝宝,蟲寶寶,蟲寶寶,被鸟宝可梦袭击时会从触角中释放出臭气抵抗，但也经常会成为鸟食。,被鳥寶可夢襲擊時，會從觸角釋放出臭氣抵抗，但還是經常淪為獵物。,被鳥寶可夢襲擊時會從觸角中釋放出臭氣抵抗，但也經常會成為鳥食。,易于捕捉，成长也快。是推荐给新手训练家作为同伴的宝可梦之一。,易於捕捉，成長速度亦快。是推薦給新手訓練家作為同伴的寶可夢之一。,易於捕捉，成長也快。是推薦給新手訓練家作為夥伴的寶可夢之一。
铁甲蛹,鐵甲蛹,蛹,蛹,蛹,壳中藏着软乎乎的身体。几乎不动是为了防止身体一不留神就露出来。,殼中塞滿了軟綿綿的身體。幾乎動也不動是為了防止身體在不留神時露出來。,殼中藏著軟乎乎的身體。幾乎不動是為了防止身體一不留神就露出來。,虽说坚硬，但还是虫的外壳。因为有时也会破裂，所以禁止用于激烈的战斗。,雖說堅硬，但還是蟲的外殼。有時還是會破裂的，所以禁止用於激烈的戰鬥。,雖說堅硬，但還是蟲的外殼。因為有時也會破裂，所以禁止用於激烈的戰鬥。
巴大蝶,巴大蝶,蝴蝶,蝴蝶,蝴蝶,仔细观察那对大眼睛的话，会发现其实是许许多多小眼睛聚集在一起形成的。,仔細觀察那雙大眼睛的話，會發現那其實是由無數小眼睛聚集在一起而形成的。,仔細觀察那對大眼睛的話，會發現其實是許許多多小眼睛聚集在一起形成的。,如果被其他宝可梦袭击，就会一边挥洒有毒的鳞粉，一边拍动翅膀抵抗。,如果被其他寶可夢襲擊，就會一邊散布有毒的鱗粉，一邊拍動翅膀抵抗。,如果被其他寶可夢襲擊，就會一邊揮灑有毒的鱗粉，一邊拍動翅膀抵抗。
独角虫,獨角蟲,毛毛虫,毛毛蟲,毛毛蟲,,,,,,
铁壳蛹,鐵殼蛹,蛹,蛹,蛹,,,,,,
大针蜂,大針蜂,毒蜂,毒蜂,毒蜂,,,,,,
波波,波波,小鸟,小鳥,小鳥,,,,,,
比比鸟,比比鳥,鸟,鳥,鳥,,,,,,
大比鸟,大比鳥,鸟,鳥,鳥,,,,,,
小拉达,小拉達,鼠,鼠,鼠,门牙会终生生长，所以必须要保养。不准备好锉刀的话，会把柱子都啃掉。,門牙會終生生長，所以要隨時保養。不幫牠準備好銼刀的話，牠就會去咬柱子來磨牙。,門牙會終生生長，所以必須要保養。不準備好銼刀的話，會把柱子都啃掉。,生命力很强，即使在肮脏的地方也能坦然生活。放任不管的话会不停繁殖。,生命力很強，即使在骯髒的地方也能安然生活。放任不管的話會不停繁殖。,生命力很強，即使在骯髒的地方也能坦然生活。放任不管的話會不停繁殖。
拉达,拉達,鼠,鼠,鼠,游泳很在行。后脚带有小小的蹼，会渡过河流，有时还会渡过大海。,擅長游泳。後腳帶有小小的足蹼，會游過河流，有時還會渡過大海。,游泳很在行。後腳帶有小小的蹼，會渡過河流，有時還會渡過大海。,性格比外表看起来凶残得多。如果把手伸到面前，或许会被一口咬断。,性格比外表看來殘暴得多。如果把手伸到牠面前，或許會被一口咬斷。,性格比外表看起來兇殘得多。如果把手伸到面前，或許會被一口咬斷。
烈雀,烈雀,小鸟,小鳥,小鳥,翅膀很短，飞行也不大在行。忙忙碌碌地来回走动，啄食草丛里的虫宝可梦。,翅膀很短，不太擅長飛行。總是忙碌地來回走動，啄食草叢裡的蟲寶可夢。,翅膀很短，飛行也不大在行。忙忙碌碌地來回走動，啄食草叢裡的蟲寶可夢。,食欲旺盛而吃得很多。因虫宝可梦而烦恼的农户对烈雀非常重视。,食欲旺盛所以很會吃。因蟲寶可夢而煩惱的農戶對烈雀非常重視。,食慾旺盛而吃得很多。因蟲寶可夢而煩惱的農戶對烈雀非常重視。
大嘴雀,大嘴雀,鸟嘴,鳥嘴,鳥嘴,因为很强壮而持久力优秀。即使载着很重的货物持续飞行一整天也平心静气。,強壯且擁有優秀的持久力。即使載著很重的貨物持續飛行一整天也沒問題。,因為很強壯而持久力優秀。即使載著很重的貨物持續飛行一整天也平心靜氣。,经查证，在遥远的太古时代壁画中描绘有形似大嘴雀的宝可梦。,經調查發現，在遙遠太古時代的壁畫描繪著形似大嘴雀的寶可夢。,經查證，在遙遠的太古時代壁畫中描繪有形似大嘴雀的寶可夢。
阿柏蛇,阿柏蛇,蛇,蛇,蛇,,,,,,
阿柏怪,阿柏怪,眼镜蛇,眼鏡蛇,眼鏡蛇,,,,,,
皮卡丘,皮卡丘,鼠,鼠,鼠,最近发表了聚集大量皮卡丘，建造发电厂的计划。,最近發表了聚集大量皮卡丘來建造發電廠的計畫。,最近發表了聚集大量皮卡丘，建造發電廠的計劃。,有积聚电力的特质。不时常尽情释放电力的话，就会倍感压力。,有積聚電力的特質。不時常盡情釋放電力的話，就會倍感壓力。,有積聚電力的特質。不時常盡情釋放電力的話，就會倍感壓力。
雷丘,雷丘,鼠,鼠,鼠,电击有时候会达到十万伏特，不小心碰到的话，连印度象也会昏厥。,電擊有時候會達到十萬伏特，不小心碰到的話，連印度象也會昏厥。,電擊有時候會達到十萬伏特，不小心碰到的話，連印度象也會昏厥。,电力积聚的话，脾气就会变坏。即便是训练家，一不留神也会被袭击。,電力積聚的話，脾氣就會變壞。即使是訓練家，一不留神也會被襲擊。,電力積聚的話，脾氣就會變壞。即便是訓練家，一不留神也會被襲擊。
穿山鼠,穿山鼠,鼠,鼠,鼠,可以蜷缩身体变成球的样子。骨碌碌滚动着在沙漠里高速移动。,可以蜷縮身體變成球的樣子。骨碌碌滾動著，在沙漠裡高速移動。,可以蜷縮身體變成球的樣子。骨碌碌滾動著在沙漠裡高速移動。,不下雨的干燥地区和沙漠是它的主要栖息地。会挖洞捕捉虫宝可梦。,不下雨的乾燥地區和沙漠是牠的主要棲息地。會挖洞捕捉蟲寶可夢。,不下雨的乾燥地區和沙漠是它的主要棲息地。會挖洞捕捉蟲寶可夢。
穿山王,穿山王,鼠,鼠,鼠,虽然锐利却有点儿脆弱的爪子和刺经常会折断。因为第二天就会长好，所以不必在意。,銳利卻有點脆弱的爪子和尖刺經常折斷。但因為第二天就會長回來，所以不必在意。,雖然銳利卻有點兒脆弱的爪子和刺經常會折斷。因為第二天就會長好，所以不必在意。,用爪子爬上树，当猎物出现时，身体就蜷缩成尖刺球从高处落下。,用爪子爬上樹，當獵物出現時，身體就蜷縮成尖刺球從高處落下。,用爪子爬上樹，當獵物出現時，身體就蜷縮成尖刺球從高處落下。
尼多兰,尼多蘭,毒针,毒針,毒針,,,,,,
尼多娜,尼多娜,毒针,毒針,毒針,,,,,,
尼多后,尼多后,钻锥,鑽錐,鑽錐,,,,,,
尼多朗,尼多朗,毒针,毒針,毒針,,,,,,
尼多力诺,尼多力諾,毒针,毒針,毒針,,,,,,
尼多王,尼多王,钻锥,鑽錐,鑽錐,,,,,,
皮皮,皮皮,妖精,妖精,妖精,因为可爱的举止和样子，不论男女老幼都很喜欢它。但数量稀少。,因為可愛的舉止和模樣，不論男女老幼都很喜歡牠。但數量很稀少。,因為可愛的舉止和樣子，不論男女老幼都很喜歡它。但數量稀少。,在月圆之夜聚集，和伙伴一起跳舞。那周围也会被异常的磁场包围。,在月圓之夜聚集，和夥伴一起跳舞。周圍被異常的磁場包圍著。,在月圓之夜聚集，和夥伴一起跳舞。那周圍也會被異常的磁場包圍。
皮可西,皮可西,妖精,妖精,妖精,不喜欢在人面前现身。喜欢群居在深山里静静地生活。,不喜歡在人面前現身。喜歡群居在深山裡靜靜地生活。,不喜歡在人面前現身。喜歡群居在深山裡靜靜地生活。,据说，如果看到一对皮可西蹦蹦跳跳的样子，就能获得幸福的婚姻。,據說，如果看到一對皮可西蹦蹦跳跳的樣子，就能獲得幸福的婚姻。,據說，如果看到一對皮可西蹦蹦跳跳的樣子，就能獲得幸福的婚姻。
六尾,六尾,狐狸,狐狸,狐狸,因为毛色和尾巴非常漂亮，所以很有人气。伴随着成长，尾巴会分开，长得越来越多。,因為毛色和尾巴非常漂亮，所以很受歡迎。伴隨著成長，尾巴會分開，長得越來越多。,因為毛色和尾巴非常漂亮，所以很有人氣。伴隨著成長，尾巴會分開，長得越來越多。,因为会从口中喷出好像人的灵魂一样的火焰，所以也有人把它错看成妖怪。,因為會從口中噴出好像人的靈魂一樣的火焰，所以也有人把牠錯看成鬼怪。,因為會從口中噴出好像人的靈魂一樣的火焰，所以也有人把它錯看成妖怪。
九尾,九尾,狐狸,狐狸,狐狸,至今还流传着９位圣者合体变成九尾的传说，是充满神秘色彩的宝可梦。,至今還流傳著９位聖者合體變成九尾的傳說，是充滿神秘色彩的寶可夢。,至今還流傳著９位聖者合體變成九尾的傳說，是充滿神秘色彩的寶可夢。,据说生存了１０００年。利用神通力自由地操纵火焰，将猎物烧焦。,據說生存了１０００年。利用神通力自由地操縱火焰，將獵物燒焦。,據說生存了１０００年。利用神通力自由地操縱火焰，將獵物燒焦。
胖丁,胖丁,气球,氣球,氣球,把肚子鼓得大大的，唱出神奇的旋律。听到后就会马上昏昏欲睡。,讓肚子脹得大大的，唱出神奇的旋律。聽到後就會馬上變得昏昏欲睡。,把肚子鼓得大大的，唱出神奇的旋律。聽到後就會馬上昏昏欲睡。,拥有超过１２个音阶的音域，至于歌唱得好不好就要靠胖丁们各自努力了。,擁有超過１２個八度音的音域，不過歌唱得好不好就要看每隻胖丁自己努力的程度了。,擁有超過１２個音階的音域，至於歌唱得好不好就要靠胖丁們各自努力了。
胖可丁,胖可丁,气球,氣球,氣球,蓬松的毛发会随着季节转换而掉落。收集这些毛发后纺织成的毛线是高级商品。,蓬鬆的毛髮會隨季節變遷而掉落。收集這些毛髮所紡織成的毛線是高級商品。,蓬鬆的毛髮會隨著季節轉換而掉落。收集這些毛髮後紡織成的毛線是高級商品。,连续不停吸气，不断地膨胀起来。胖可丁之间会互相比较谁胀得大哦。,連續不停吸氣，不斷地膨脹起來。胖可丁之間會互相比試誰脹得比較大哦。,連續不停吸氣，不斷地膨脹起來。胖可丁之間會互相比較誰脹得大哦。
超音蝠,超音蝠,蝙蝠,蝙蝠,蝙蝠,白天在洞穴里睡觉。因为没有眼睛，所以用超音波一边探测周围，一边飞行。,白天在洞穴裡睡覺。由於沒有眼睛，會利用超音波一邊確認周圍環境一邊飛行。,白天在洞穴裡睡覺。因為沒有眼睛，所以用超音波一邊探測周圍，一邊飛行。,如果被阳光照射到就会灼伤。所使用的超音波的振动会因群体不同而有细微差异。,如果被陽光照射到就會灼傷。所使用的超音波的振動會因群體不同而有細微差異。,如果被陽光照射到就會灼傷。所使用的超音波的振動會因群體不同而有細微差異。
大嘴蝠,大嘴蝠,蝙蝠,蝙蝠,蝙蝠,粗粗的牙齿像吸管一样，中间是空的，因而意想不到的脆弱。是为了吸血而特别进化的。,粗粗的牙齒像吸管一樣是中空的，所以意想不到地脆弱。這牙齒是專為吸血而演變而成的。,粗粗的牙齒像吸管一樣，中間是空的，因而意想不到的脆弱。是為了吸血而特別進化的。,因吸血过多无法飞行而落到地面成为其他宝可梦的食物，这样的事也有过。,也有發生過因吸血過多無法飛行而落到地面成為其他寶可夢的食物的事情。,因吸血過多無法飛行而落到地面成為其他寶可夢的食物，這樣的事也有過。
走路草,走路草,杂草,雜草,雜草,,,,,,
臭臭花,臭臭花,杂草,雜草,雜草,,,,,,
霸王花,霸王花,花,花,花,,,,,,
派拉斯,派拉斯,蘑菇,蘑菇,蘑菇,即使不停地吃，获取的营养也几乎都会被背上生长的蘑菇夺走。,即使不停地吃，不停地吃，大部分攝取的營養都會被生長在背上的蘑菇奪走。,即使不停地吃，獲取的營養也幾乎都會被背上生長的蘑菇奪走。,背上生长的被称为冬虫夏草的蘑菇是长寿之药。干燥后磨成粉末使用。,背上生長蘑菇被稱為冬蟲夏草，是一種能延年益壽的藥。乾燥後磨成粉末使用。,背上生長的被稱為冬蟲夏草的蘑菇是長壽之藥。乾燥後磨成粉末使用。
派拉斯特,派拉斯特,蘑菇,蘑菇,蘑菇,大大的蘑菇操纵着派拉斯特。经常和灯罩夜菇争夺领地。,大大的蘑菇操縱著派拉斯特。經常和燈罩夜菇爭奪地盤。,大大的蘑菇操縱著派拉斯特。經常和燈罩夜菇爭奪領地。,从蘑菇的菌伞处撒出有毒的孢子。收集孢子用水煎就能成为中药。,從蘑菇的菌傘處撒出有毒的孢子。收集孢子用水煎就能成為中藥。,從蘑菇的菌傘處撒出有毒的孢子。收集孢子用水煎就能成為中藥。
毛球,毛球,昆虫,昆蟲,昆蟲,,,,,,
摩鲁蛾,摩魯蛾,毒蛾,毒蛾,毒蛾,,,,,,
地鼠,地鼠,鼹鼠,鼴鼠,鼴鼠,在地下啃食树根。因有些品种的蔬菜会遭其啃食，是可能对农户造成灾害的宝可梦。,會在地下嚼食樹根。根據種植的蔬菜品種不同，有時會對農家造成災害的寶可夢。,在地下啃食樹根。因有些品種的蔬菜會遭其啃食，是可能對農戶造成災害的寶可夢。,地鼠会疏松栖息的土地，其粪便也会让土壤肥沃，所以很多农户会精心培育它们。,地鼠棲息的土地會被翻掘，並因糞便而變得肥沃，所以很多農戶把牠們當成寶貝培育著。,地鼠會疏鬆棲息的土地，其糞便也會讓土壤肥沃，所以很多農戶會精心培育它們。
三地鼠,三地鼠,鼹鼠,鼴鼠,鼴鼠,三胞胎合作行动。甚至连地下１００公里都能挖到，这种力量是团队合作的成果。,三胞胎合作行動。足以挖到地下１００公里深的力量是團隊合作的成果。,三胞胎合作行動。甚至連地下１００公里都能挖到，這種力量是團隊合作的成果。,和农户等大多数人都很亲近，不过还是没有人见过它在地面下的样子。,和農戶等大多數人都很親近，不過還是沒有人見過牠在地面下的樣子。,和農戶等大多數人都很親近，不過還是沒有人見過它在地面下的樣子。
喵喵,喵喵,妖怪猫,妖怪貓,妖怪貓,白天就一直睡啊睡地度过，太阳落山时才开始活动。在夜晚的街道上搜寻硬币。,總是懶懶地睡著度過白天，太陽下山時才開始活動。會在夜晚的街道上搜尋硬幣。,白天就一直睡啊睡地度過，太陽落山時才開始活動。在夜晚的街道上搜尋硬幣。,非常喜欢闪闪亮亮的东西。经常和黑暗鸦为了争夺猎物而打架。,非常喜歡亮晶晶的東西。經常和黑暗鴉為了爭奪獵物而打架。,非常喜歡閃閃亮亮的東西。經常和黑暗鴉為了爭奪獵物而打架。
猫老大,貓老大,暹罗猫,暹羅貓,暹羅貓,性情粗暴，只要视线对上就会猛扑过来。被锐利的爪子抓到的话，就会留下很深的伤口。,性情粗暴，單單是視線對上就會猛撲過來。被銳利的爪子抓到的話，就會留下很深的傷口。,性情粗暴，只要視線對上就會猛撲過來。被銳利的爪子抓到的話，就會留下很深的傷口。,还没有达到阿罗拉的猫老大的地位，但是性情傲慢自大。要和它变得亲密相当困难。,還沒有達到阿羅拉的貓老大的程度，但是性情傲慢自大。要和牠變得親密相當困難。,還沒有達到阿羅拉的貓老大的地位，但是性情傲慢自大。要和它變得親密相當困難。
可达鸭,可達鴨,鸭,鴨,鴨,不受自己控制，时不时地会产生念力，导致头痛流泪。,身體無意識地不時產生念力，讓牠因為頭痛而哭泣。,不受自己控制，時不時地會產生念力，導致頭痛流淚。,一直因头痛而烦恼着。痛得越厉害，放出的念力越强。,一直因頭痛而煩惱著。痛得越厲害，放出的念力越強。,一直因頭痛而煩惱著。痛得越厲害，放出的念力越強。
哥达鸭,哥達鴨,鸭,鴨,鴨,据说戴着额头红色的部分就会被赋予神通力，过去也曾因此被人类过度捕捉。,據說只有持有牠前額的紅色部分就會被授予神通力。這讓牠曾有過被濫捕的過去。,據說戴著額頭紅色的部分就會被賦予神通力，過去也曾因此被人類過度捕捉。,在湖边游来游去，在岸边静静地啃食捕捉到的鱼宝可梦。,在湖邊游來游去，在岸邊靜靜地吃著捕捉到的魚寶可夢。,在湖邊游來游去，在岸邊靜靜地啃食捕捉到的魚寶可夢。
猴怪,猴怪,猪猴,豬猴,豬猴,会没有任何征兆突然发怒。如果大肆胡闹后谁都不在了的话，又会因无法忍受孤独而再次发怒。,會沒有任何徵兆突然發怒。大肆胡鬧把周圍的一切都趕走之後，又會因受不了孤獨而再次發怒。,會沒有任何徵兆突然發怒。如果大肆胡鬧後誰都不在了的話，又會因無法忍受孤獨而再次發怒。,发泄完怒气后累得睡着了，却在梦里发怒而醒来，于是又因为醒来而再次发怒了。,發洩完怒氣後累得睡著了，但卻在夢裡生氣而醒來，然後又因為醒來而再次發怒了。,發泄完怒氣後累得睡著了，卻在夢裡發怒而醒來，於是又因為醒來而再次發怒了。
火暴猴,火爆猴,猪猴,豬猴,豬猴,因为太过生气以致于就这么死去，这种事也是有的。但死的时候表情很安详。,因為太過生氣而就這樣死去，這樣的事也是有的。但死的時候表情很安詳。,因為太過生氣以致於就這麼死去，這種事也是有的。但死的時候表情很安詳。,根据某位研究者的论文，即使在精灵球里，火暴猴好像也在发怒。,某位研究者的學說中提到，即使在精靈球裡，火爆猴好像也在發怒。,根據某位研究者的論文，即使在精靈球裡，火爆猴好像也在發怒。
卡蒂狗,卡蒂狗,小狗,小狗,小狗,机灵而忠诚。但是对于不认识的或是侵犯领地的，会狂吠不停并作出威吓。,聰明而忠誠。但是遇到不認識或是侵犯領地的對手，會不停狂吠來威嚇。,機靈而忠誠。但是對於不認識的或是侵犯領地的，會狂吠不停並作出威嚇。,虽说很可爱，但如果靠近不认识的训练家的卡蒂狗，是会被狂吠撕咬的。,雖說很可愛，但如果靠近不認識的訓練家的卡蒂狗，是會被狂吠撕咬的。,雖說很可愛，但如果靠近不認識的訓練家的卡蒂狗，是會被狂吠撕咬的。
风速狗,風速狗,传说,傳說,傳說,在东方的古代传说中也会出现。充满威严，强壮而又美丽的宝可梦。,在東方的古代傳說中也曾出現。充滿威嚴，強壯而又美麗的寶可夢。,在東方的古代傳說中也會出現。充滿威嚴，強壯而又美麗的寶可夢。,把体内熊熊燃烧的火焰作为能量在大地奔驰。留下了大量的传说。,把體內熊熊燃燒的火焰作為能量在大地奔馳。留下了大量的傳說。,把體內熊熊燃燒的火焰作為能量在大地奔馳。留下了大量的傳說。
蚊香蝌蚪,蚊香蝌蚪,蝌蚪,蝌蚪,蝌蚪,漩涡是透明可见的内脏。当颜色带有白色时，说明是生什么病了。,漩渦是透明可見的內臟。當顏色帶有白色時，代表是有什麼地方生病了。,漩渦是透明可見的內臟。當顏色帶有白色時，說明是生什麼病了。,走路还是很不利索。成为它的训练家后，要每天都给它做走路训练。,走路還是很不純熟。成為牠的訓練家後，要每天給牠做走路訓練哦。,走路還是很不利索。成為它的訓練家後，要每天都給它做走路訓練。
蚊香君,蚊香君,蝌蚪,蝌蚪,蝌蚪,即使在陆地上也能正常生活，但因为天敌的宝可梦较少，所以更喜欢在水中生活。,即使在陸地上也能正常生活，但因為天敵較少，所以更喜歡在水中生活。,即使在陸地上也能正常生活，但因為天敵的寶可夢較少，所以更喜歡在水中生活。,在陆地上四处游走，搜寻猎物——虫宝可梦。回到安全的水中食用。,在陸地上到處走著，搜尋愛吃的蟲寶可夢，然後回到安全的水中享用。,在陸地上四處遊走，搜尋獵物——蟲寶可夢。回到安全的水中食用。
蚊香泳士,蚊香泳士,蝌蚪,蝌蚪,蝌蚪,阿罗拉的蚊香泳士擅长蛙泳。模仿蚊香泳士学习游泳的孩子也很多。,阿羅拉的蚊香泳士擅長蛙泳。模仿蚊香泳士學習游泳的孩子也有很多。,阿羅拉的蚊香泳士擅長蛙泳。模仿蚊香泳士學習游泳的孩子也很多。,体脂率基本是０％。因全身都是肌肉且很重，所以游泳能力很发达。,體脂肪率基本是０％。因全身都是肌肉而且很重，所以游泳能力很發達。,體脂率基本是０％。因全身都是肌肉且很重，所以游泳能力很發達。
凯西,凱西,念力,念力,念力,１天中有１８个小时在睡觉。即使睡着，也能用瞬间移动在树上移动，采树果吃。,１天中有１８個小時都在睡覺。即使在睡夢中也能用瞬間移動跑到樹上去採樹果吃。,１天中有１８個小時在睡覺。即使睡著，也能用瞬間移動在樹上移動，采樹果吃。,即使是睡着的时候也会用瞬间移动保护身体，但醒来时会因不知自己在何处而慌张。,即使在睡著的時候也會用瞬間移動保護自己的安全，但醒來時會因不知自己在何處而慌張。,即使是睡著的時候也會用瞬間移動保護身體，但醒來時會因不知自己在何處而慌張。
勇基拉,勇基拉,念力,念力,念力,也有说是超能力少年无法抑制自己体内的精神力量，变身而成。,也有說法是說，牠是超能力少年因無法抑制自己體內的精神力量而變身成的。,也有說是超能力少年無法抑制自己體內的精神力量，變身而成。,勇基拉在的时候，电视机等机械的显示器中会有召唤不幸的可怕影像闪现。,勇基拉在的時候，電視機等機械的螢幕中會有喚來不幸的可怕影像閃現。,勇基拉在的時候，電視機等機械的顯示器中會有召喚不幸的可怕影像閃現。
胡地,胡地,念力,念力,念力,智商大约有５０００。强大的念力满溢出来，光是呆在旁边就会头痛不已。,智商大約有５０００。滿溢著強大的念力，光是在牠身旁就會頭痛不已。,智商大約有５０００。強大的念力滿溢出來，光是呆在旁邊就會頭痛不已。,脑细胞会终生不断增长。越是年老的胡地越是会有巨大的脑袋。,腦細胞到死前都會不斷地增加。越年老的胡地頭部就越巨大。,腦細胞會終生不斷增長。越是年老的胡地越是會有巨大的腦袋。
腕力,腕力,怪力,怪力,怪力,非常喜欢锻炼。盯着自己每天不断增大的肌肉，愈加勤奋地锻炼。,最喜歡鍛煉。盯著每天不斷增大的肌肉，就會越來越勤奮地鍛煉自己。,非常喜歡鍛鍊。盯著自己每天不斷增大的肌肉，愈加勤奮地鍛鍊。,那种能扔飞１００个成年人的可怕力量是通过每天上举隆隆石来练成的。,那種能扔飛１００個成年人的可怕力量是透過每天舉隆隆石來練成的。,那種能扔飛１００個成年人的可怕力量是通過每天上舉隆隆石來練成的。
豪力,豪力,怪力,怪力,怪力,不断锻炼的结果就是拥有了非常惊人的力量。灵活运用这力量帮助人类工作。,不斷鍛煉的成果就是獲得了非常驚人的力量。會靈活運用這股力量幫助人工作。,不斷鍛鍊的結果就是擁有了非常驚人的力量。靈活運用這力量幫助人類工作。,积极地帮忙做重体力劳动，因为知道这会成为对自己有用的肌肉锻炼。,會積極地幫忙做重體力勞動，因為牠知道這對自己來說是很好的肌肉鍛鍊方法。,積極地幫忙做重體力勞動，因為知道這會成為對自己有用的肌肉鍛鍊。
怪力,怪力,怪力,怪力,怪力,使出百万吨级的拳击，将阻挡的敌人击飞到地平线的另一端。,能使出百萬噸級的拳擊，將擋路的敵人擊飛到地平線的另一端。,使出百萬噸級的拳擊，將阻擋的敵人擊飛到地平線的另一端。,即使是翻斗车也能轻松举起。但是手指很笨拙，所以细微的工作完全不行。,即使是大卡車也能輕鬆舉起。但是手指很笨拙，所以細微的工作完全不行。,即使是翻斗車也能輕鬆舉起。但是手指很笨拙，所以細微的工作完全不行。
喇叭芽,喇叭芽,花,花,花,,,,,,
口呆花,口呆花,捕蝇,捕蠅,捕蠅,,,,,,
大食花,大食花,捕蝇,捕蠅,捕蠅,,,,,,
玛瑙水母,瑪瑙水母,水母,水母,水母,在沙滩等地方晒干后，依然能存活的情况也有很多。泡在水里的话就会湿润复活。,就算在沙灘等地方曬得乾乾的，在很多情況下依然可以存活。泡在水裡就會回復濕潤而復活了。,在沙灘等地方曬乾後，依然能存活的情況也有很多。泡在水裡的話就會濕潤復活。,漂浮在沙滩等浅滩地区。一旦被有毒的触手刺到或是被咬到，就要立刻去医院。,漂浮在沙灘等淺灘地區。要是被牠有毒的觸手刺到或是被咬到，就趕快去醫院吧。,漂浮在沙灘等淺灘地區。一旦被有毒的觸手刺到或是被咬到，就要立刻去醫院。
毒刺水母,毒刺水母,水母,水母,水母,有毒的触手通常是８０根。活得越久，触手的数量就越会减少。,有毒的觸手通常有８０根。活得越久，觸手的數量就越少。,有毒的觸手通常是８０根。活得越久，觸手的數量就越會減少。,很罕见地大量出现时，周围海域的鱼宝可梦会变得一只都不剩。,罕見地大量出現時，周圍海域的魚寶可夢會一隻不剩地全部消失。,很罕見地大量出現時，周圍海域的魚寶可夢會變得一隻都不剩。
