妙蛙种子,妙蛙種子,种子,種子,種子,,,,,,
卡比兽,卡比獸,瞌睡,瞌睡,瞌睡,据说拥有最强的胃袋。就连臭臭泥的毒对卡比兽的舌头来说也只是调味料而已。,據說擁有最強的胃袋。就連臭臭泥的毒對卡比獸的舌頭來說也只是調味料而已。,據說擁有最強的胃袋。就連臭臭泥的毒對卡比獸的舌頭來說也只是調味料而已。,每天要吃下４００公斤的食物。开吃之后，就会开始打瞌睡，即使是睡着的状态也会继续吃。,每天要吃下４００公斤的食物。一開始吃就會打瞌睡，即使是睡著的狀態也會繼續吃。,每天要吃下４００公斤的食物。開吃之後，就會開始打瞌睡，即使是睡著的狀態也會繼續吃。
急冻鸟,急凍鳥,冰冻,冰凍,冰凍,,,,,,
闪电鸟,閃電鳥,电击,電擊,電擊,,,,,,
火焰鸟,火焰鳥,火焰,火焰,火焰,,,,,,
迷你龙,迷你龍,龙,龍,龍,通过反复蜕皮一点点长大。将蜕下的皮鞣制后做成的靴子是超高级商品。,藉由反覆脫皮一點點地長大。將脫下的皮加工後制成的靴子是超高級商品。,通過反覆蛻皮一點點長大。將蛻下的皮鞣製後做成的靴子是超高級商品。,某个钓鱼人经过１０个小时的奋战才最终将其钓获，它的存在也终于被确认。,某個釣手經過１０個小時的奮戰，最後才成功將牠釣上來，而牠的存在也終於被證實。,某個釣魚人經過１０個小時的奮戰才最終將其釣獲，它的存在也終於被確認。
哈克龙,哈克龍,龙,龍,龍,据说，在水晶般的珠子里蕴含着操纵天气的力量。,據說，在水晶般的珠子裡蘊含著操縱天氣的力量。,據說，在水晶般的珠子裡蘊含著操縱天氣的力量。,自太古时代起就被从事农业的人们当做掌管天气者而崇拜着。,自太古時代就被從事農業的人們當做掌管天氣者而崇拜著。,自太古時代起就被從事農業的人們當做掌管天氣者而崇拜著。
快龙,快龍,龙,龍,龍,遇难得救的男人被带去的那个孤岛，是曾属于快龙的乐园。,遇難的男人獲救後被帶去的孤島是只屬於快龍的樂園。,遇難得救的男人被帶去的那個孤島，是曾屬於快龍的樂園。,平常都是非常稳重的，但如果触碰到了它的逆鳞，就会不毁灭一切不罢休。,一般都是非常穩重的，但如果觸碰到了牠的逆鱗，牠將毀滅一切才肯罷休。,平常都是非常穩重的，但如果觸碰到了它的逆鱗，就會不毀滅一切不罷休。
超梦,超夢,基因,基因,基因,,,,,,
梦幻,夢幻,新种,新種,新種,,,,,,
菊草叶,菊草葉,叶子,葉子,葉子,,,,,,
月桂叶,月桂葉,叶子,葉子,葉子,,,,,,
大竺葵,大竺葵,芳草,芳草,芳草,,,,,,
火球鼠,火球鼠,火鼠,火鼠,火鼠,,,,,,
火岩鼠,火岩鼠,火山,火山,火山,,,,,,
火暴兽,火爆獸,火山,火山,火山,,,,,,
小锯鳄,小鋸鱷,大颚,大顎,大顎,,,,,,
蓝鳄,藍鱷,大颚,大顎,大顎,,,,,,
大力鳄,大力鱷,大颚,大顎,大顎,,,,,,
尾立,尾立,放哨,放哨,放哨,,,,,,
大尾立,大尾立,长躯干,長軀幹,長軀幹,,,,,,
咕咕,咕咕,猫头鹰,貓頭鷹,貓頭鷹,,,,,,
猫头夜鹰,貓頭夜鷹,猫头鹰,貓頭鷹,貓頭鷹,,,,,,
芭瓢虫,芭瓢蟲,五星,五星,五星,因为胆小，不总是聚在一起就会感到不安。背后的花纹每只都会有细微的不同。,天性膽小，總是成群結隊，不然就會感到不安。背上的花紋每隻都有細微的不同。,因為膽小，不總是聚在一起就會感到不安。背後的花紋每隻都會有細微的不同。,用带气味的体液与伙伴交流。发怒的时候，气味会酸酸的。,用帶氣味的體液與夥伴交流。發怒的時候，氣味會酸酸的。,用帶氣味的體液與夥伴交流。發怒的時候，氣味會酸酸的。
安瓢虫,安瓢蟲,五星,五星,五星,据说星光是它的能量，但平时也非常喜爱吃树果。白天就用草包裹着睡觉。,據說星光是牠的能量，但一般來說樹果也是牠喜愛的食物。白天會把身體包在草堆裡睡覺。,據說星光是它的能量，但平時也非常喜愛吃樹果。白天就用草包裹著睡覺。,用４条手臂挥拳战斗。一拳的威力并不怎么样，但依靠出拳数取胜。,用４隻手臂揮拳戰鬥。一拳的威力並不怎麼樣，但依靠出拳數取勝。,用４條手臂揮拳戰鬥。一拳的威力並不怎麼樣，但依靠出拳數取勝。
圆丝蛛,圓絲蛛,吐丝,吐絲,吐絲,一心一意地等着，直到爱吃的萌虻落入巢中。实在是有耐心的宝可梦。,總是一心一意地等待，直到愛吃的萌虻落入巢中。實在是很有耐心的寶可夢。,一心一意地等著，直到愛吃的萌虻落入巢中。實在是有耐心的寶可夢。,有些渔夫会用其坚韧的丝，编织制作成可以捕捉鱼宝可梦的网。,也有漁夫會將堅韌的絲編織起來，製作成可以捕捉魚寶可夢的網。,有些漁夫會用其堅韌的絲，編織製作成可以捕捉魚寶可夢的網。
阿利多斯,阿利多斯,长腿,長腿,長腿,也有地区会使用阿利多斯的丝来织布。因布料结实而广受好评。,也有地方會使用阿利多斯的絲來織布。結實的布料廣受好評。,也有地區會使用阿利多斯的絲來織布。因布料結實而廣受好評。,屁股和嘴里都会吐出丝。用丝绑住猎物，慢慢地吸食它的体液。,屁股和嘴裡都會吐出絲。用絲綁住獵物，慢慢地吸食獵物的體液。,屁股和嘴裡都會吐出絲。用絲綁住獵物，慢慢地吸食它的體液。
叉字蝠,叉字蝠,蝙蝠,蝙蝠,蝙蝠,连双脚也变成翅膀的结果就是不擅长在地上行动。只能爬着到处活动。,因為連雙腳也變成翅膀，所以不擅長在地上行動，只能到處爬行。,連雙腳也變成翅膀的結果就是不擅長在地上行動。只能爬著到處活動。,用４根翅膀又快又静地飞行。在被发现之前一口咬住猎物。一瞬间就把血都吸掉。,用４隻翅膀快速而安靜地飛行。在被發現之前一口咬住獵物，一瞬間把血吸得乾乾淨淨。,用４根翅膀又快又靜地飛行。在被發現之前一口咬住獵物。一瞬間就把血都吸掉。
灯笼鱼,燈籠魚,琵琶鱼,琵琶魚,琵琶魚,２根触手原本是鳍。释放电力让猎物麻痹后进行袭击。,２根觸手原本是鰭。會釋放電力讓獵物麻痺後進行襲擊。,２根觸手原本是鰭。釋放電力讓獵物麻痺後進行襲擊。,在光线都无法到达的海底生活。让触手发光来与伙伴们交流。,在光線無法觸及的海底生活。讓觸手發光來與夥伴們交流。,在光線都無法到達的海底生活。讓觸手發光來與夥伴們交流。
电灯怪,電燈怪,灯,燈,燈,探头望向夜晚的海面，如果看到犹如闪烁的星星一样的光，那是电灯怪哦。,探頭望向夜晚的海面，如果能看到有如星星閃爍一樣的光，那就是電燈怪哦。,探頭望向夜晚的海面，如果看到猶如閃爍的星星一樣的光，那是電燈怪哦。,发出强光蒙住猎物的眼睛。抓住那一瞬间的空档，使其遭受电的攻击。,發出強光讓獵物暫時失明。趁獵物露出破綻時，用電擊招呼對手。,發出強光蒙住獵物的眼睛。抓住那一瞬間的空檔，使其遭受電的攻擊。
皮丘,皮丘,小鼠,小鼠,小鼠,运用电的水平还不够。稍不留神就被自己的电麻到也时有发生。,還未能熟練地操縱電力。有時候稍不留神就會被自己的電麻痺到。,運用電的水平還不夠。稍不留神就被自己的電麻到也時有發生。,虽然很可爱，但如果一起生活的话，就必须有被电击电得麻麻的觉悟。,雖然很可愛，但如果一起生活的話，就必須有隨時被電擊電得麻麻的覺悟。,雖然很可愛，但如果一起生活的話，就必須有被電擊電得麻麻的覺悟。
皮宝宝,皮寶寶,星形,星形,星形,在流星闪耀的深夜里凝望着天空的样子，似乎是在怀念故乡。,在流星閃耀的深夜裡凝望著天空的樣子，似乎是在緬懷故鄉。,在流星閃耀的深夜裡凝望著天空的樣子，似乎是在懷念故鄉。,从它的轮廓判断，被认为是星星的转世。不知为何很喜欢小陨星。,因為外表輪廓的關係，被認為是星星的轉世。不知為何很喜歡小隕星。,從它的輪廓判斷，被認為是星星的轉世。不知為何很喜歡小隕星。
宝宝丁,寶寶丁,气球,氣球,氣球,喜欢唱歌，但还不怎么在行。如果能给予恰当的表扬，就会渐渐有所提高哦。,很喜歡唱歌，但唱得不怎麼樣。如果好好地稱讚牠，就會越唱越好哦。,喜歡唱歌，但還不怎麼在行。如果能給予恰當的表揚，就會漸漸有所提高哦。,嘭嘭嘭地弹跳着移动。动得多了出汗的话，会发出微甜的体味。,蹦蹦蹦地彈跳著移動。因大量運動而流汗時，會發出微甜的體味。,嘭嘭嘭地彈跳著移動。動得多了出汗的話，會發出微甜的體味。
波克比,波克比,针球,針球,針球,,,,,,
波克基古,波克基古,幸福,幸福,幸福,,,,,,
天然雀,天然雀,小鸟,小鳥,小鳥,,,,,,
天然鸟,天然鳥,神秘,神秘,神秘,,,,,,
咩利羊,咩利羊,绵毛,綿毛,綿毛,,,,,,
茸茸羊,茸茸羊,绵毛,綿毛,綿毛,,,,,,
电龙,電龍,灯,燈,燈,,,,,,
美丽花,美麗花,花,花,花,,,,,,
玛力露,瑪力露,水鼠,水鼠,水鼠,,,,,,
玛力露丽,瑪力露麗,水兔,水兔,水兔,,,,,,
树才怪,樹才怪,模仿,模仿,模仿,为了不被袭击而模仿成树木的样子，但如果被讨厌的水泼到，就会慌慌张张地逃走。,為了不被襲擊而模仿成樹木的樣子，但如果被討厭的水潑到，就會慌慌張張地逃走。,為了不被襲擊而模仿成樹木的樣子，但如果被討厭的水潑到，就會慌慌張張地逃走。,在老年人当中很受欢迎。听说绿色的部分越大，爱好者们的评价就越高。,很受以老年人為中心的人們歡迎。聽說綠色的部分越大，愛好者們的評價就越高。,在老年人當中很受歡迎。聽說綠色的部分越大，愛好者們的評價就越高。
蚊香蛙皇,蚊香蛙皇,蛙,蛙,蛙,在有月亮的夜晚聚集起来大合唱。那鸣叫声如怒吼般，并不美妙，但却别有韵味。,在月圓之夜聚集起來大合唱。那歌聲像是怒吼一般，雖然並不美妙，但卻別有韻味。,在有月亮的夜晚聚集起來大合唱。那鳴叫聲如怒吼般，並不美妙，但卻別有韻味。,蚊香蝌蚪和蚊香君的头领。蚊香蛙皇一声吼，大家都吓得伏在地上一动不动。,蚊香蝌蚪和蚊香君的領袖。蚊香蛙皇一聲吼，大家都嚇得伏在地上一動不動。,蚊香蝌蚪和蚊香君的頭領。蚊香蛙皇一聲吼，大家都嚇得伏在地上一動不動。
毽子草,毽子草,棉草,棉草,棉草,,,,,,
毽子花,毽子花,棉草,棉草,棉草,,,,,,
毽子棉,毽子棉,棉草,棉草,棉草,,,,,,
长尾怪手,長尾怪手,长尾,長尾,長尾,,,,,,
向日种子,向日種子,种子,種子,種子,,,,,,
向日花怪,向日花怪,太阳,太陽,太陽,,,,,,
蜻蜻蜓,蜻蜻蜓,薄翼,薄翼,薄翼,,,,,,
乌波,烏波,水鱼,水魚,水魚,,,,,,
沼王,沼王,水鱼,水魚,水魚,,,,,,
太阳伊布,太陽伊布,太阳,太陽,太陽,利用又细又短的体毛，从空气的流动中，连对手的行动也能一瞬间就察觉。,利用又細又短的體毛感受空氣的流動，連對手的行動也能一瞬間洞悉。,利用又細又短的體毛，從空氣的流動中，連對手的行動也能一瞬間就察覺。,从额头的珠子放射出精神力量进行战斗。当力量用尽时，珠子的颜色也会褪去。,從額頭的珠子放射出精神力量進行戰鬥。當力量用盡時，珠子的顏色也會褪去。,從額頭的珠子放射出精神力量進行戰鬥。當力量用盡時，珠子的顏色也會褪去。
月亮伊布,月亮伊布,月光,月光,月光,发怒的时候会从全身的毛孔里喷出混合了毒素的汗液，袭击对手的眼睛。,發怒的時候會從全身的毛孔裡噴出混合了毒素的汗液，瞄準對手的眼睛發動攻擊。,發怒的時候會從全身的毛孔裡噴出混合了毒素的汗液，襲擊對手的眼睛。,黑色体毛与黑暗融为一体。一动不动地等着猎物出现疏漏，然后一口咬住它的喉咙。,黑色的體毛與黑暗融為一體。一動不動地等待著獵物鬆懈，對準咽喉一口咬住。,黑色體毛與黑暗融為一體。一動不動地等著獵物出現疏漏，然後一口咬住它的喉嚨。
黑暗鸦,黑暗鴉,黑暗,黑暗,黑暗,日落时醒来，夜晚飞行。也有俗话说，黑暗鸦出窝，赶紧要回家。,日落時醒來，於低垂的夜幕中飛行。也有所謂　「黑暗鴉出巢，快點回家吧」　的俗語。,日落時醒來，夜晚飛行。也有俗話說，黑暗鴉出窩，趕緊要回家。,作为不吉的象征而被人嫌弃，但是会把亮晶晶发着光的东西送给关系好的训练家。,被人嫌棄為不吉的象徵，但是會把亮晶晶發著光的東西送給關係好的訓練家。,作為不吉的象徵而被人嫌棄，但是會把亮晶晶發著光的東西送給關係好的訓練家。
呆呆王,呆呆王,王者,王者,王者,受被咬到的毒素影响，拥有天才的头脑。能自由自在地操纵精神力量。,受被咬到時的毒素影響，擁有天才的頭腦。能自由自在地操縱精神力量。,受被咬到的毒素影響，擁有天才的頭腦。能自由自在地操縱精神力量。,迷路就问呆呆王，也有地区流传着这样的俗语，可见它因聪明而广为人知。,迷路就問呆呆王，也有地區流傳著這樣的俗語，可見牠因聰明而廣為人知。,迷路就問呆呆王，也有地區流傳著這樣的俗語，可見它因聰明而廣為人知。
梦妖,夢妖,夜啼,夜啼,夜啼,千方百计地吓唬人类，吸取生命的能量。吓人的练习一天也不落。,千方百計地驚嚇人類，吸取生命的能量。嚇人的練習從來不曾間斷。,千方百計地嚇唬人類，吸取生命的能量。嚇人的練習一天也不落。,如果从四下无人的房间里传来抽泣般的声音，那准是梦妖的恶作剧。,如果從四下無人的房間裡傳來抽泣般的聲音，那一定是夢妖的惡作劇。,如果從四下無人的房間裡傳來抽泣般的聲音，那準是夢妖的惡作劇。
未知图腾,未知圖騰,象征,象徵,象徵,,,,,,
果然翁,果然翁,忍耐,忍耐,忍耐,,,,,,
麒麟奇,麒麟奇,长颈,長頸,長頸,,,,,,
榛果球,榛果球,蓑衣虫,蓑衣蟲,蓑衣蟲,,,,,,
佛烈托斯,佛烈托斯,蓑衣虫,蓑衣蟲,蓑衣蟲,,,,,,
土龙弟弟,土龍弟弟,地蛇,地蛇,地蛇,,,,,,
天蝎,天蠍,飞蝎,飛蠍,飛蠍,,,,,,
大钢蛇,大鋼蛇,铁蛇,鐵蛇,鐵蛇,,,,,,
布鲁,布魯,妖精,妖精,妖精,脸很严厉，但其实相当胆小。拼命威吓的表情在女性中很有人气。,臉看起來很嚴厲，但其實相當膽小。那拼命作出威嚇的表情很受女性歡迎。,臉很嚴厲，但其實相當膽小。拚命威嚇的表情在女性中很有人氣。,呜呜声让对手不安。平时是很悠闲的家伙，１天中有一半时间都在睡觉哦。,發出的嗚咽聲讓對手不安。平時是很悠閒的傢伙，１天中有一半時間都在睡覺哦。,嗚嗚聲讓對手不安。平時是很悠閒的傢伙，１天中有一半時間都在睡覺哦。
布鲁皇,布魯皇,妖精,妖精,妖精,发达的下颚和沉重的牙齿是它的武器。只要不惹怒它，很少会被咬到哦。,發達的下顎和沉重的牙齒是牠的武器。只要不惹牠生氣，就不太會咬人哦。,發達的下顎和沉重的牙齒是它的武器。只要不惹怒它，很少會被咬到哦。,比布鲁更加胆小。与外表之间的反差萌很受欢迎，在年轻女性中人气很高。,比布魯更加膽小。與外表之間的反差萌很受歡迎，在年輕女性中人氣很高。,比布魯更加膽小。與外表之間的反差萌很受歡迎，在年輕女性中人氣很高。
千针鱼,千針魚,气球,氣球,氣球,,,,,,
巨钳螳螂,巨鉗螳螂,钳子,鉗子,鉗子,为了防止战斗时变得过热，而令金属的身体熔化，会使用翅膀调节体温。,為了防止戰鬥時變得過熱，而令金屬的身體熔化，會使用翅膀調節體溫。,為了防止戰鬥時變得過熱，而令金屬的身體熔化，會使用翅膀調節體溫。,一旦认出敌人，就会用具有钢铁硬度的钳子毫不留情地将对方击溃。,一旦認定對方是敵人，就會用具有鋼鐵硬度的鉗子毫不留情地將對方擊倒。,一旦認出敵人，就會用具有鋼鐵硬度的鉗子毫不留情地將對方擊潰。
壶壶,壺壺,发酵,發酵,發酵,,,,,,
赫拉克罗斯,赫拉克羅斯,独角,獨角,獨角,,,,,,
狃拉,狃拉,钩爪,鉤爪,鈎爪,狡黠凶恶的性格。趁着双亲不在就侵入巢穴，将蛋盗出。,性格狡猾且兇猛。會趁著雙親不在時侵入巢穴把蛋盜走。,狡黠兇惡的性格。趁著雙親不在就侵入巢穴，將蛋盜出。,用爪子在蛋上开个孔，吸食里面的美味。也会被培育家憎恶而遭到驱逐。,用爪子在蛋上開個孔，吸食中間的美味。有時會被培育家憎惡而遭到驅逐。,用爪子在蛋上開個孔，吸食裡面的美味。也會被培育家憎惡而遭到驅逐。
熊宝宝,熊寶寶,小熊,小熊,小熊,,,,,,
圈圈熊,圈圈熊,冬眠,冬眠,冬眠,,,,,,
熔岩虫,熔岩蟲,熔岩,熔岩,熔岩,,,,,,
熔岩蜗牛,熔岩蝸牛,熔岩,熔岩,熔岩,,,,,,
小山猪,小山豬,小猪,小豬,小豬,,,,,,
长毛猪,長毛豬,野猪,野豬,野豬,,,,,,
太阳珊瑚,太陽珊瑚,珊瑚,珊瑚,珊瑚,头顶上长着珊瑚枝。虽然相当容易折断，但大约３天就能恢复哦。,頭頂上長有珊瑚枝。雖然相當容易被折斷，但大約３天就能恢復原狀哦。,頭頂上長著珊瑚枝。雖然相當容易折斷，但大約３天就能恢復哦。,好坏星追过来袭击它头顶枝条的时候，会果断地自己折断枝条逃生哦。,襲擊頭頂枝條的好壞星追過來的時候，會果斷地自己折斷枝條逃生哦。,好壞星追過來襲擊它頭頂枝條的時候，會果斷地自己折斷枝條逃生哦。
铁炮鱼,鐵炮魚,喷射,噴射,噴射,,,,,,
章鱼桶,章魚桶,喷射,噴射,噴射,,,,,,
信使鸟,信使鳥,搬运,搬運,搬運,原本很喜欢寒冷的地方，但是阿罗拉的信使鸟好像即便是有点儿炎热也能忍耐。,原本很喜歡寒冷的地方，但是阿羅拉的信使鳥好像也能忍耐一定程度的炎熱。,原本很喜歡寒冷的地方，但是阿羅拉的信使鳥好像即便是有點兒炎熱也能忍耐。,因为有跟人类及宝可梦分享自己食物的习性，所以一直都在到处寻找食物。,因為有跟人類及寶可夢分享自己食物的習性，所以一直都在到處尋找食物。,因為有跟人類及寶可夢分享自己食物的習性，所以一直都在到處尋找食物。
巨翅飞鱼,巨翅飛魚,风筝,風箏,風箏,,,,,,
盔甲鸟,盔甲鳥,钢甲鸟,鋼甲鳥,鋼甲鳥,每次成长都会脱落的羽毛又薄又锐利。过去的战士将之当做刀来使用。,每次成長都會脫落的羽毛又薄又銳利。古時的戰士將之當作刀來使用。,每次成長都會脫落的羽毛又薄又銳利。過去的戰士將之當做刀來使用。,铁的身体十分结实，但很容易生锈，所以下雨天会一直呆在巢穴哦。,鐵的身體十分結實，但很容易生銹，所以下雨天會一直留在巢穴哦。,鐵的身體十分結實，但很容易生鏽，所以下雨天會一直呆在巢穴哦。
戴鲁比,戴魯比,阴暗,陰暗,陰暗,,,,,,
黑鲁加,黑魯加,阴暗,陰暗,陰暗,,,,,,
刺龙王,刺龍王,龙,龍,龍,,,,,,
小小象,小小象,长鼻,長鼻,長鼻,,,,,,
顿甲,頓甲,铠甲,鎧甲,鎧甲,,,,,,
多边兽Ⅱ,多邊獸Ⅱ,虚拟,虛擬,虛擬,将行星的开发纳入视野，以当时的最新技术升级了多边兽。,將行星的開發納入視野，以當時的最新技術升級了多邊獸。,將行星的開發納入視野，以當時的最新技術升級了多邊獸。,以行星的开发为目标将多边兽升级而成，但离实现梦想还有很长距离。,以行星的開發為目標升級了多邊獸，但距離夢想實現還有很長的距離。,以行星的開發為目標將多邊獸升級而成，但離實現夢想還有很長距離。
惊角鹿,驚角鹿,大角,大角,大角,,,,,,
图图犬,圖圖犬,画画,畫畫,畫畫,用从尾巴尖尖慢慢渗出的体液绘出独有的标记，宣告自己的领地。,用從尾巴尖端慢慢滲出的體液繪出獨有的標記，用以宣告自己的地盤。,用從尾巴尖尖慢慢滲出的體液繪出獨有的標記，宣告自己的領地。,到处描绘昭示自己领地的标记，所以在图图犬多的街边墙壁上全都是这些乱涂乱画的。,會到處畫下展示自己地盤的標記，所以在圖圖犬比較多的城市，路邊牆上到處都是這些塗鴉。,到處描繪昭示自己領地的標記，所以在圖圖犬多的街邊牆壁上全都是這些亂塗亂畫的。
无畏小子,無畏小子,打斗,打鬥,打鬥,,,,,,
战舞郎,戰舞郎,倒立,倒立,倒立,,,,,,
迷唇娃,迷唇娃,亲吻,親吻,親吻,,,,,,
电击怪,電擊怪,电气,電氣,電氣,在家的时候，插座就相当于奶瓶。可以从中滋滋地吸取电力哦。,在家的時候，插座就相當於奶瓶。會啜啜地吸取電力哦。,在家的時候，插座就相當於奶瓶。可以從中滋滋地吸取電力哦。,与过来抢夺电的托戈德玛尔经常发生斗殴。胜负大体上可以说是不相上下。,常常跟來搶奪電力的托戈德瑪爾打架。結果通常是不分上下。,與過來搶奪電的托戈德瑪爾經常發生鬥毆。勝負大體上可以說是不相上下。
鸭嘴宝宝,鴨嘴寶寶,火种,火種,火種,在火山地带经常能见到。如果冒失地给了它食物的话会很高兴，激动地喷出６００度的火。,經常能在火山地帶發現牠的蹤影。如果隨意餵牠東西吃的話，牠會很高興並激動得噴出６００度的火焰。,在火山地帶經常能見到。如果冒失地給了它食物的話會很高興，激動地噴出６００度的火。,有和鸭嘴宝宝一起生活的著名的陶艺家。听说会用柔和的火创作出很棒的作品。,有位著名的陶藝家和鴨嘴寶寶一起生活。用牠柔和的火似乎能創作出很棒的作品。,有和鴨嘴寶寶一起生活的著名的陶藝家。聽說會用柔和的火創作出很棒的作品。
大奶罐,大奶罐,奶牛,乳牛,奶牛,这款牛奶营养丰富且热量很高。所以饮用过量的话就会变成大奶罐那样的体型。,牠的牛奶營養豐富且熱量很高。如果飲用過量的話就會變成大奶罐般的體型。,這款牛奶營養豐富且熱量很高。所以飲用過量的話就會變成大奶罐那樣的體型。,人们几乎都是为了采集牛奶而培育它，但因为相当强壮和结实，也会用来战斗。,人們幾乎都是為了生產鮮奶而培育牠，但因為相當強壯和結實，也很適合參加戰鬥。,人們幾乎都是為了採集牛奶而培育它，但因為相當強壯和結實，也會用來戰鬥。
幸福蛋,幸福蛋,幸福,幸福,幸福,如果吃了据说饱含着幸福的幸福蛋的蛋，无论怎么残暴的宝可梦都会变得温和。,只要吃了據說飽含著幸福的幸福蛋的蛋，無論多麼殘暴的寶可夢都會變得溫馴。,如果吃了據說飽含著幸福的幸福蛋的蛋，無論怎麼殘暴的寶可夢都會變得溫和。,蓬松的体毛是感应器。可以捕捉到宝可梦和人类的心情。,蓬鬆的體毛有感應的作用。能夠察覺寶可夢和人類的心情。,蓬鬆的體毛是感應器。可以捕捉到寶可夢和人類的心情。
雷公,雷公,天雷,天雷,天雷,,,,,,
炎帝,炎帝,火山,火山,火山,,,,,,
水君,水君,极光,極光,極光,,,,,,
幼基拉斯,幼基拉斯,岩石肤,岩石膚,岩石膚,,,,,,
沙基拉斯,沙基拉斯,子弹,子彈,子彈,,,,,,
班基拉斯,班基拉斯,铠甲,鎧甲,鎧甲,,,,,,
洛奇亚,洛奇亞,潜水,潛水,潛水,,,,,,
凤王,鳳王,虹色,虹色,虹色,,,,,,
时拉比,時拉比,时空穿越,時空穿越,時空穿越,,,,,,
木守宫,木守宮,林蜥,林蜥,林蜥,,,,,,
森林蜥蜴,森林蜥蜴,林蜥,林蜥,林蜥,,,,,,
蜥蜴王,蜥蜴王,密林,密林,密林,,,,,,
火稚鸡,火稚雞,雏鸡,雛雞,雛雞,,,,,,
力壮鸡,力壯雞,幼鸡,幼雞,幼雞,,,,,,
火焰鸡,火焰雞,猛火,猛火,猛火,,,,,,
水跃鱼,水躍魚,沼鱼,沼魚,沼魚,,,,,,
沼跃鱼,沼躍魚,沼鱼,沼魚,沼魚,,,,,,
巨沼怪,巨沼怪,沼鱼,沼魚,沼魚,,,,,,
土狼犬,土狼犬,紧咬,緊咬,緊咬,,,,,,
大狼犬,大狼犬,紧咬,緊咬,緊咬,,,,,,
蛇纹熊,蛇紋熊,豆狸,豆貍,豆狸,,,,,,
直冲熊,直衝熊,猛冲,猛衝,猛衝,,,,,,
刺尾虫,刺尾蟲,虫宝宝,蟲寶寶,蟲寶寶,,,,,,
甲壳茧,甲殼繭,蛹,蛹,蛹,,,,,,
狩猎凤蝶,狩獵鳳蝶,蝴蝶,蝴蝶,蝴蝶,,,,,,
盾甲茧,盾甲繭,蛹,蛹,蛹,,,,,,
毒粉蛾,毒粉蛾,毒蛾,毒蛾,毒蛾,,,,,,
莲叶童子,蓮葉童子,浮萍,浮萍,浮萍,,,,,,
莲帽小童,蓮帽小童,爽朗,爽朗,爽朗,,,,,,
乐天河童,樂天河童,乐天,樂天,樂天,,,,,,
橡实果,橡實果,橡实,橡實,橡實,,,,,,
长鼻叶,長鼻葉,捉弄,捉弄,捉弄,,,,,,
狡猾天狗,狡猾天狗,邪恶,邪惡,邪惡,,,,,,
傲骨燕,傲骨燕,幼燕,幼燕,幼燕,,,,,,
大王燕,大王燕,燕子,燕子,燕子,,,,,,
